Ensembl_id,Human_gene,HGNC_id,Fly_gene,FBgn
ENSG00000069667,RORA,HGNC:10258,EcR,FBgn0000546
ENSG00000130254,SAFB2,HGNC:21605,Saf-B,FBgn0039229
ENSG00000187021,PNLIPRP1,HGNC:9156,CG6675,FBgn0032973
ENSG00000162814,SPATA17,HGNC:25184,CG13544,FBgn0034826
ENSG00000104774,MAN2B1,HGNC:6826,LManIV,FBgn0032067
ENSG00000147576,ADHFE1,HGNC:16354,T3dh,FBgn0017482
ENSG00000213471,TTLL13,HGNC:32484,TTLL6A,FBgn0034459
ENSG00000117480,FAAH,HGNC:3553,CG7910,FBgn0037547
ENSG00000164091,WDR82,HGNC:28826,Wdr82,FBgn0032030
ENSG00000198399,ITSN2,HGNC:6184,Dap160,FBgn0023388
ENSG00000213889,PPM1N,HGNC:26845,Pdp,FBgn0029958
ENSG00000095981,KCNK16,HGNC:14464,Task7,FBgn0037690
ENSG00000144852,NR1I2,HGNC:7968,EcR,FBgn0000546
ENSG00000149328,GLB1L2,HGNC:25129,Ect3,FBgn0260746
ENSG00000160633,SAFB,HGNC:10520,Saf-B,FBgn0039229
ENSG00000104888,SLC17A7,HGNC:16704,MFS15,FBgn0034392
ENSG00000188992,LIPI,HGNC:18821,CG6675,FBgn0032973
ENSG00000179520,SLC17A8,HGNC:20151,MFS15,FBgn0034392
ENSG00000171914,TLN2,HGNC:15447,rhea,FBgn0260442
ENSG00000151208,DLG5,HGNC:2904,Dlg5,FBgn0032363
ENSG00000173486,FKBP2,HGNC:3718,CG14715,FBgn0037930
ENSG00000172840,PDP2,HGNC:30263,Pdp,FBgn0029958
ENSG00000198887,SMC5,HGNC:20465,SMC5,FBgn0052438
ENSG00000024422,EHD2,HGNC:3243,Dap160,FBgn0023388
ENSG00000077092,RARB,HGNC:9865,EcR,FBgn0000546
ENSG00000111424,VDR,HGNC:12679,EcR,FBgn0000546
ENSG00000138399,FASTKD1,HGNC:26150,CG31643,FBgn0051643
ENSG00000155367,PPM1J,HGNC:20785,Pdp,FBgn0029958
ENSG00000132170,PPARG,HGNC:9236,EcR,FBgn0000546
ENSG00000170266,GLB1,HGNC:4298,Ect3,FBgn0260746
ENSG00000082482,KCNK2,HGNC:6277,Task7,FBgn0037690
ENSG00000163898,LIPH,HGNC:18483,CG6675,FBgn0032973
ENSG00000100387,RBX1,HGNC:9928,Roc1a,FBgn0025638
ENSG00000100034,PPM1F,HGNC:19388,Pdp,FBgn0029958
ENSG00000153015,CWC27,HGNC:10664,CG10907,FBgn0036207
ENSG00000198356,GET3,HGNC:752,CG1598,FBgn0033191
ENSG00000146039,SLC17A4,HGNC:10932,MFS15,FBgn0034392
ENSG00000198963,RORB,HGNC:10259,EcR,FBgn0000546
ENSG00000164088,PPM1M,HGNC:26506,Pdp,FBgn0029958
ENSG00000162929,SANBR,HGNC:29387,CG6761,FBgn0036031
ENSG00000198026,ZNF335,HGNC:15807,CG6254,FBgn0037794
ENSG00000124564,SLC17A3,HGNC:10931,MFS15,FBgn0034392
ENSG00000112033,PPARD,HGNC:9235,EcR,FBgn0000546
ENSG00000186951,PPARA,HGNC:9232,EcR,FBgn0000546
ENSG00000160305,DIP2A,HGNC:17217,DIP2,FBgn0024806
ENSG00000112337,SLC17A2,HGNC:10930,MFS15,FBgn0034392
ENSG00000145782,ATG12,HGNC:588,Atg12,FBgn0036255
ENSG00000219607,PPP1R3G,HGNC:14945,Gbs-70E,FBgn0036428
ENSG00000185267,CDNF,HGNC:24913,Manf,FBgn0027095
ENSG00000008083,JARID2,HGNC:6196,Jarid2,FBgn0036004
ENSG00000169427,KCNK9,HGNC:6283,Task7,FBgn0037690
ENSG00000173338,KCNK7,HGNC:6282,Task7,FBgn0037690
ENSG00000175535,PNLIP,HGNC:9155,CG6675,FBgn0032973
ENSG00000096080,MRPS18A,HGNC:14515,mRpS18A,FBgn0051450
ENSG00000142864,SERBP1,HGNC:17860,PPYR1,FBgn0030623
ENSG00000137700,SLC37A4,HGNC:4061,MFS15,FBgn0034392
ENSG00000203837,PNLIPRP3,HGNC:23492,CG6675,FBgn0032973
ENSG00000137776,SLTM,HGNC:20709,Saf-B,FBgn0039229
ENSG00000175445,LPL,HGNC:6677,CG6675,FBgn0032973
ENSG00000154415,PPP1R3A,HGNC:9291,Gbs-70E,FBgn0036428
ENSG00000152315,KCNK13,HGNC:6275,Task7,FBgn0037690
ENSG00000205726,ITSN1,HGNC:6183,Dap160,FBgn0023388
ENSG00000100433,KCNK10,HGNC:6273,Task7,FBgn0037690
ENSG00000124568,SLC17A1,HGNC:10929,MFS15,FBgn0034392
ENSG00000131408,NR1H2,HGNC:7965,EcR,FBgn0000546
ENSG00000020256,ZFP64,HGNC:15940,CG6254,FBgn0037794
ENSG00000085832,EPS15,HGNC:3419,Dap160,FBgn0023388
ENSG00000145050,MANF,HGNC:15461,Manf,FBgn0027095
ENSG00000196199,MPHOSPH8,HGNC:29810,CG9121,FBgn0031675
ENSG00000119938,PPP1R3C,HGNC:9293,Gbs-70E,FBgn0036428
ENSG00000013016,EHD3,HGNC:3244,Dap160,FBgn0023388
ENSG00000131759,RARA,HGNC:9864,EcR,FBgn0000546
ENSG00000137413,TAF8,HGNC:17300,Taf8,FBgn0022724
ENSG00000099337,KCNK6,HGNC:6281,Task7,FBgn0037690
ENSG00000112167,SAYSD1,HGNC:21025,CG13663,FBgn0039291
ENSG00000173281,PPP1R3B,HGNC:14942,Gbs-70E,FBgn0036428
ENSG00000100324,TAB1,HGNC:18157,Pdp,FBgn0029958
ENSG00000182177,ASB18,HGNC:19770,CG9121,FBgn0031675
ENSG00000182173,TSEN54,HGNC:27561,Tsen54,FBgn0036266
ENSG00000119899,SLC17A5,HGNC:10933,MFS15,FBgn0034392
ENSG00000140406,TLNRD1,HGNC:13519,rhea,FBgn0260442
ENSG00000186795,KCNK18,HGNC:19439,Task7,FBgn0037690
ENSG00000121297,TSHZ3,HGNC:30700,tio,FBgn0028979
ENSG00000134419,RPS15A,HGNC:10389,RpS15Ab,FBgn0033555
ENSG00000137996,RTCA,HGNC:17981,Rtca,FBgn0025630
ENSG00000175175,PPM1E,HGNC:19322,Pdp,FBgn0029958
ENSG00000143365,RORC,HGNC:10260,EcR,FBgn0000546
ENSG00000138032,PPM1B,HGNC:9276,Pdp,FBgn0029958
ENSG00000124249,KCNK15,HGNC:13814,Task7,FBgn0037690
ENSG00000116198,CEP104,HGNC:24866,CG10137,FBgn0032800
ENSG00000116032,GRIN3B,HGNC:16768,GluRIIE,FBgn0051201
ENSG00000135750,KCNK1,HGNC:6272,Ork1,FBgn0017561
ENSG00000149823,VPS51,HGNC:1172,Vps51,FBgn0034380
ENSG00000249222,ATP5MGL,HGNC:13213,ATPsynG,FBgn0010612
ENSG00000100784,RPS6KA5,HGNC:10434,JIL-1,FBgn0020412
ENSG00000243480,AMY2A,HGNC:477,Mal-A6,FBgn0050360
ENSG00000157703,SVOPL,HGNC:27034,CG31106,FBgn0051106
ENSG00000157703,SVOPL,HGNC:27034,Orct2,FBgn0086365
ENSG00000182621,PLCB1,HGNC:15917,Plc21C,FBgn0004611
ENSG00000124780,KCNK17,HGNC:14465,Ork1,FBgn0017561
ENSG00000167283,ATP5MG,HGNC:14247,ATPsynG,FBgn0010612
ENSG00000266200,PNLIPRP2,HGNC:9157,CG5665,FBgn0036977
ENSG00000174990,CA5A,HGNC:1377,CAH9,FBgn0039486
ENSG00000248098,BCKDHA,HGNC:986,CG8199,FBgn0037709
ENSG00000158526,TSR2,HGNC:25455,CG14543,FBgn0039404
ENSG00000101670,LIPG,HGNC:6623,CG5665,FBgn0036977
ENSG00000100836,PABPN1,HGNC:8565,Pabp2,FBgn0005648
ENSG00000062282,DGAT2,HGNC:16940,CG1941,FBgn0033214
ENSG00000108641,B9D1,HGNC:24123,B9d1,FBgn0038342
ENSG00000124181,PLCG1,HGNC:9065,Plc21C,FBgn0004611
ENSG00000166035,LIPC,HGNC:6619,CG5665,FBgn0036977
ENSG00000126249,PDCD2L,HGNC:28194,trus,FBgn0038055
ENSG00000134827,TCN1,HGNC:11652,CG3556,FBgn0029708
ENSG00000115556,PLCD4,HGNC:9062,Plc21C,FBgn0004611
ENSG00000165078,CPA6,HGNC:17245,CG4408,FBgn0039073
ENSG00000137204,SLC22A7,HGNC:10971,CG31106,FBgn0051106
ENSG00000137204,SLC22A7,HGNC:10971,Orct2,FBgn0086365
ENSG00000126261,UBA2,HGNC:30661,Uba2,FBgn0029113
ENSG00000164430,CGAS,HGNC:21367,CG7194,FBgn0035868
ENSG00000184261,KCNK12,HGNC:6274,Ork1,FBgn0017561
ENSG00000123545,NDUFAF4,HGNC:21034,CG11722,FBgn0037777
ENSG00000128789,PSMG2,HGNC:24929,CG12321,FBgn0038577
ENSG00000157335,CLEC18C,HGNC:28538,scpr-B,FBgn0037888
ENSG00000157335,CLEC18C,HGNC:28538,Ag5r,FBgn0015010
ENSG00000114805,PLCH1,HGNC:29185,Plc21C,FBgn0004611
ENSG00000038002,AGA,HGNC:318,CG1827,FBgn0033431
ENSG00000182771,GRID1,HGNC:4575,GluRIIE,FBgn0051201
ENSG00000092096,SLC22A17,HGNC:23095,CG31106,FBgn0051106
ENSG00000092096,SLC22A17,HGNC:23095,Orct2,FBgn0086365
ENSG00000149452,SLC22A8,HGNC:10972,CG31106,FBgn0051106
ENSG00000149452,SLC22A8,HGNC:10972,Orct2,FBgn0086365
ENSG00000186532,SMYD4,HGNC:21067,Smyd3,FBgn0011566
ENSG00000137561,TTPA,HGNC:12404,CG10026,FBgn0032785
ENSG00000072133,RPS6KA6,HGNC:10435,JIL-1,FBgn0020412
ENSG00000196600,SLC22A25,HGNC:32935,CG31106,FBgn0051106
ENSG00000196600,SLC22A25,HGNC:32935,Orct2,FBgn0086365
ENSG00000182450,KCNK4,HGNC:6279,Ork1,FBgn0017561
ENSG00000137558,PI15,HGNC:8946,scpr-B,FBgn0037888
ENSG00000137558,PI15,HGNC:8946,Ag5r,FBgn0015010
ENSG00000204195,AWAT1,HGNC:23252,CG1941,FBgn0033214
ENSG00000213676,ATF6B,HGNC:2349,CrebA,FBgn0004396
ENSG00000197375,SLC22A5,HGNC:10969,CG31106,FBgn0051106
ENSG00000197375,SLC22A5,HGNC:10969,Orct2,FBgn0086365
ENSG00000007516,BAIAP3,HGNC:948,unc-13-4A,FBgn0035756
ENSG00000140807,NKD1,HGNC:17045,nkd,FBgn0002945
ENSG00000164626,KCNK5,HGNC:6280,Ork1,FBgn0017561
ENSG00000187733,AMY1C,HGNC:476,Mal-A6,FBgn0050360
ENSG00000079462,PAFAH1B3,HGNC:8576,Paf-AHalpha,FBgn0025809
ENSG00000177602,HASPIN,HGNC:19682,Haspin,FBgn0046706
ENSG00000120656,TAF12,HGNC:11545,Taf12,FBgn0011290
ENSG00000138193,PLCE1,HGNC:17175,Plc21C,FBgn0004611
ENSG00000171189,GRIK1,HGNC:4579,GluRIIE,FBgn0051201
ENSG00000243477,NAA80,HGNC:30252,Naa80,FBgn0037747
ENSG00000123066,MED13L,HGNC:22962,skd,FBgn0003415
ENSG00000103196,CRISPLD2,HGNC:25248,scpr-B,FBgn0037888
ENSG00000103196,CRISPLD2,HGNC:25248,Ag5r,FBgn0015010
ENSG00000259803,SLC22A31,HGNC:27091,CG31106,FBgn0051106
ENSG00000259803,SLC22A31,HGNC:27091,Orct2,FBgn0086365
ENSG00000145506,NKD2,HGNC:17046,nkd,FBgn0002945
ENSG00000184210,DGAT2L6,HGNC:23250,CG1941,FBgn0033214
ENSG00000084073,ZMPSTE24,HGNC:12877,ste24c,FBgn0050462
ENSG00000154822,PLCL2,HGNC:9064,Plc21C,FBgn0004611
ENSG00000157322,CLEC18A,HGNC:30388,scpr-B,FBgn0037888
ENSG00000157322,CLEC18A,HGNC:30388,Ag5r,FBgn0015010
ENSG00000182158,CREB3L2,HGNC:23720,CrebA,FBgn0004396
ENSG00000146477,SLC22A3,HGNC:10967,CG31106,FBgn0051106
ENSG00000146477,SLC22A3,HGNC:10967,Orct2,FBgn0086365
ENSG00000144671,SLC22A14,HGNC:8495,CG31106,FBgn0051106
ENSG00000144671,SLC22A14,HGNC:8495,Orct2,FBgn0086365
ENSG00000187021,PNLIPRP1,HGNC:9156,CG5665,FBgn0036977
ENSG00000240038,AMY2B,HGNC:478,Mal-A6,FBgn0050360
ENSG00000139151,PLCZ1,HGNC:19218,Plc21C,FBgn0004611
ENSG00000137547,MRPL15,HGNC:14054,mRpL15,FBgn0036990
ENSG00000177182,CLVS1,HGNC:23139,CG33514,FBgn0053514
ENSG00000133048,CHI3L1,HGNC:1932,Cht7,FBgn0035398
ENSG00000185015,CA13,HGNC:14914,CAH9,FBgn0039486
ENSG00000172940,SLC22A13,HGNC:8494,CG31106,FBgn0051106
ENSG00000172940,SLC22A13,HGNC:8494,Orct2,FBgn0086365
ENSG00000107175,CREB3,HGNC:2347,CrebA,FBgn0004396
ENSG00000123268,ATF1,HGNC:783,CrebA,FBgn0004396
ENSG00000095794,CREM,HGNC:2352,CrebA,FBgn0004396
ENSG00000118217,ATF6,HGNC:791,CrebA,FBgn0004396
ENSG00000164418,GRIK2,HGNC:4580,GluRIIE,FBgn0051201
ENSG00000139278,GLIPR1,HGNC:17001,scpr-B,FBgn0037888
ENSG00000139278,GLIPR1,HGNC:17001,Ag5r,FBgn0015010
ENSG00000184216,IRAK1,HGNC:6112,Haspin,FBgn0046706
ENSG00000178538,CA8,HGNC:1382,CAH9,FBgn0039486
ENSG00000090376,IRAK3,HGNC:17020,Haspin,FBgn0046706
ENSG00000152208,GRID2,HGNC:4576,GluRIIE,FBgn0051201
ENSG00000071242,RPS6KA2,HGNC:10431,JIL-1,FBgn0020412
ENSG00000110717,NDUFS8,HGNC:7715,ND-23,FBgn0017567
ENSG00000161509,GRIN2C,HGNC:4587,GluRIIE,FBgn0051201
ENSG00000168092,PAFAH1B2,HGNC:8575,Paf-AHalpha,FBgn0025809
ENSG00000144837,PLA1A,HGNC:17661,CG5665,FBgn0036977
ENSG00000100413,POLR3H,HGNC:30349,CG7339,FBgn0036188
ENSG00000155511,GRIA1,HGNC:4571,GluRIIE,FBgn0051201
ENSG00000162302,RPS6KA4,HGNC:10433,JIL-1,FBgn0020412
ENSG00000149527,PLCH2,HGNC:29037,Plc21C,FBgn0004611
ENSG00000111880,RNGTT,HGNC:10073,mRNA-cap,FBgn0030556
ENSG00000138079,SLC3A1,HGNC:11025,Mal-A6,FBgn0050360
ENSG00000096006,CRISP3,HGNC:16904,scpr-B,FBgn0037888
ENSG00000096006,CRISP3,HGNC:16904,Ag5r,FBgn0015010
ENSG00000215277,RNF212B,HGNC:20438,narya,FBgn0031018
ENSG00000197891,SLC22A12,HGNC:17989,CG31106,FBgn0051106
ENSG00000197891,SLC22A12,HGNC:17989,Orct2,FBgn0086365
ENSG00000144410,CPO,HGNC:21011,CG4408,FBgn0039073
ENSG00000064886,CHI3L2,HGNC:1933,Cht7,FBgn0035398
ENSG00000085465,OVGP1,HGNC:8524,Cht7,FBgn0035398
ENSG00000168827,GFM1,HGNC:13780,mEFG1,FBgn0263133
ENSG00000035141,FAM136A,HGNC:25911,CG5327,FBgn0034363
ENSG00000164879,CA3,HGNC:1374,CAH9,FBgn0039486
